1.0|||2|||139|||77|||0
1.0|||3|||143|||77|||0
nx|||1|||79|||16|||1
nx|||2|||79|||54|||1
nx|||3|||111|||17|||1
nx|||4|||111|||43|||1
nx|||5|||111|||75|||1
nx|||6|||111|||89|||1
nx|||7|||111|||98|||1
nx|||8|||111|||108|||1
nx|||9|||120|||13|||1
nx|||10|||120|||30|||1
nx|||11|||120|||58|||1
nx|||12|||135|||37|||1
nx|||13|||135|||66|||1
nx|||14|||135|||98|||1
nx|||15|||135|||116|||1
Ysize|||2|||87|||36|||2
Zsize|||2|||87|||38|||2
scaleClamp|||1|||175|||21|||3
scaleClamp|||2|||175|||237|||3
scaleClamp|||3|||175|||242|||3
scaleClamp|||4|||175|||249|||3
scaleClamp|||5|||175|||254|||3
multiplyIntValues|||1|||31|||1|||4
h|||1|||110|||63|||5
h|||2|||110|||67|||5
h|||6|||132|||10|||5
h|||7|||132|||83|||5
h|||8|||132|||96|||5
h|||9|||132|||124|||5
h|||10|||157|||41|||5
h|||11|||157|||95|||5
h|||12|||157|||99|||5
h|||13|||157|||103|||5
h|||14|||157|||126|||5
h|||15|||157|||178|||5
delta|||1|||78|||16|||6
delta|||2|||78|||63|||6
delta|||3|||146|||16|||6
delta|||4|||146|||73|||6
Delta|||1|||168|||39|||6
delta|||5|||168|||68|||6
Delta|||2|||168|||70|||6
delta|||6|||168|||93|||6
delta|||7|||168|||101|||6
delta|||8|||168|||109|||6
<|||1|||0|||19|||7
<|||3|||2|||19|||7
<|||5|||4|||22|||7
<|||7|||6|||22|||7
<|||10|||9|||20|||7
<|||13|||13|||23|||7
depth|||2|||116|||33|||8
depth|||4|||137|||61|||8
depth|||6|||138|||61|||8
depth|||8|||158|||60|||8
depth|||9|||158|||108|||8
depth|||11|||162|||60|||8
depth|||12|||162|||108|||8
prB|||1|||49|||9|||9
prB|||2|||49|||51|||9
colsB|||1|||134|||22|||9
colsB|||2|||134|||49|||9
colsB|||3|||134|||74|||9
colsB|||4|||134|||92|||9
beta|||1|||142|||30|||10
beta|||2|||142|||117|||10
I|||1|||151|||5|||11
filtered_I|||1|||151|||23|||11
I|||2|||151|||111|||11
filtered_I|||2|||151|||130|||11
g|||1|||100|||21|||12
g|||2|||100|||49|||12
g|||3|||100|||93|||12
gp|||1|||117|||17|||12
pg|||1|||117|||81|||12
gp|||2|||117|||83|||12
pg|||2|||117|||95|||12
G|||1|||140|||74|||12
G|||2|||140|||122|||12
gpu_img_in_g|||1|||160|||14|||12
g|||4|||160|||41|||12
g|||5|||160|||69|||12
gpu_img_in_g|||2|||160|||71|||12
g|||6|||160|||99|||12
g|||7|||160|||122|||12
g|||8|||160|||147|||12
gpu_img_out_g|||1|||172|||29|||12
gpu_img_out_g|||2|||172|||212|||12
1|||1|||22|||33|||13
1|||2|||26|||45|||13
1|||4|||38|||37|||13
1|||5|||38|||44|||13
1|||6|||42|||51|||13
1|||10|||57|||58|||13
h_Src|||1|||133|||9|||14
h_Src|||2|||133|||100|||14
s2|||2|||164|||257|||15
u|||1|||13|||18|||16
u|||2|||13|||22|||16
u|||3|||13|||26|||16
u|||4|||13|||32|||16
u|||5|||13|||37|||16
u|||6|||42|||5|||16
u|||7|||42|||39|||16
U|||1|||126|||5|||16
U|||2|||126|||111|||16
U|||3|||126|||116|||16
u|||8|||137|||6|||16
u|||9|||137|||93|||16
u|||10|||137|||115|||16
u|||11|||138|||6|||16
u|||12|||138|||93|||16
u|||13|||138|||115|||16
u|||14|||149|||33|||16
u|||15|||149|||37|||16
gpu_img_out_u|||1|||160|||29|||16
gpu_img_out_u|||2|||160|||106|||16
gpu_img_in_u|||1|||172|||14|||16
gpu_img_in_u|||2|||172|||105|||16
gpu_img_in_u|||3|||172|||138|||16
do|||1|||168|||165|||17
pow|||1|||44|||36|||18
pow|||2|||52|||47|||18
pow|||3|||136|||114|||18
indices|||2|||103|||73|||19
corrValidCount|||1|||94|||11|||20
corrValidCount|||2|||94|||63|||20
K|||1|||142|||24|||21
K|||2|||142|||77|||21
K|||3|||142|||89|||21
K|||4|||145|||13|||21
K|||5|||145|||112|||21
K|||6|||157|||19|||21
K|||7|||157|||54|||21
K|||8|||157|||63|||21
K|||9|||157|||154|||21
K|||10|||157|||167|||21
(|||1|||0|||2|||22
(|||2|||0|||12|||22
(|||3|||1|||2|||22
(|||4|||1|||19|||22
(|||5|||2|||2|||22
(|||6|||2|||12|||22
(|||7|||3|||2|||22
(|||8|||3|||16|||22
(|||9|||4|||2|||22
(|||10|||4|||15|||22
(|||11|||5|||2|||22
(|||12|||5|||15|||22
(|||13|||6|||2|||22
(|||14|||6|||15|||22
(|||15|||7|||2|||22
}|||2|||0|||34|||23
}|||3|||1|||41|||23
}|||5|||2|||37|||23
}|||6|||3|||44|||23
}|||8|||4|||39|||23
}|||10|||5|||37|||23
}|||12|||6|||37|||23
}|||14|||7|||34|||23
}|||15|||8|||48|||23
double|||10|||25|||7|||24
double|||13|||27|||7|||24
+=|||1|||0|||30|||25
+=|||2|||5|||33|||25
+=|||3|||12|||37|||25
+=|||4|||21|||37|||25
+=|||9|||39|||39|||25
+=|||11|||47|||49|||25
+=|||12|||47|||59|||25
+=|||13|||60|||39|||25
+=|||14|||60|||50|||25
+=|||15|||63|||58|||25
alphas|||1|||71|||10|||26
alphas|||2|||71|||60|||26
source_amplitude|||1|||135|||17|||26
source_amplitude|||2|||135|||125|||26
batchSize|||1|||141|||21|||27
batchSize|||2|||141|||58|||27
batchSize|||3|||148|||25|||27
batchSize|||4|||148|||61|||27
batchSize|||5|||167|||41|||27
batchSize|||6|||167|||71|||27
batchSize|||7|||175|||24|||27
batchSize|||8|||175|||51|||27
id|||5|||49|||39|||28
id|||6|||49|||46|||28
id|||7|||49|||53|||28
id|||11|||50|||42|||28
id|||12|||50|||49|||28
id|||13|||50|||54|||28
id|||15|||74|||65|||28
mat|||1|||12|||5|||29
mat|||3|||62|||5|||29
mat|||5|||63|||5|||29
mat|||7|||71|||5|||29
mat|||9|||129|||6|||29
imageNum|||1|||101|||13|||30
pixelNum|||1|||101|||16|||30
pixelNum|||2|||101|||28|||30
imageNum|||2|||101|||43|||30
pixelNum|||3|||101|||53|||30
pixelNum|||4|||101|||69|||30
pixelNum|||5|||101|||81|||30
devideNum|||1|||148|||16|||30
priorNum|||1|||148|||22|||30
devideNum|||2|||148|||48|||30
priorNum|||2|||148|||50|||30
priorNum|||3|||148|||76|||30
devideNum|||3|||148|||91|||30
priorNum|||4|||148|||105|||30
devideNum|||4|||148|||107|||30
devideNum|||5|||148|||111|||30
devideNum|||6|||148|||125|||30
getTopkNum|||1|||167|||1|||30
classNum|||1|||167|||38|||30
totalScoreNum|||1|||167|||44|||30
totalScoreNum|||2|||167|||83|||30
totalScoreNum|||3|||167|||104|||30
totalScoreNum|||4|||167|||122|||30
classNum|||2|||167|||145|||30
classNum|||3|||167|||165|||30
FFT|||1|||81|||5|||31
FFT|||2|||81|||51|||31
sin|||1|||98|||60|||32
sin|||2|||98|||70|||32
cos|||1|||98|||80|||32
cos|||2|||98|||90|||32
cos|||3|||98|||100|||32
conv_length|||1|||16|||8|||33
conv_length|||2|||16|||38|||33
reductionSize|||1|||40|||15|||33
reductionSize|||2|||40|||29|||33
